bf_nr,aufgabentraeger,bahnhof,preisklasse,bundesland,preis_spnv,preis_spfv,bemerkung
2416VMBW,,Gundelsheim(Neckar),6,Baden-Württemberg,2.35,6.18,
2417ZÖPNVSüd,,Gundersheim(Rheinhess),6,Rheinland-Pfalz,1.99,5.22,
2418BEG,,Gündlkofen,6,Bayern,2.89,7.59,
2419ZÖPNVSüd,,Guntersblum,5,Rheinland-Pfalz,2.95,7.78,
2421BEG,,Günzach,6,Bayern,2.89,7.59,
2422BEG,,Günzburg,3,Bayern,4.75,12.53,
2424BEG,,Gunzenhausen,4,Bayern,3.19,7.89,
2425NASA,,Güsen(KrGenthin),6,Sachsen-Anhalt,3.34,8.9,
2428NASA,,Güsten,5,Sachsen-Anhalt,3.29,8.62,
2431VRR,,Gustorf,6,Nordrhein-Westfalen,2.76,7.0,
2432VMV,,Güstrow,3,Mecklenburg-Vorpommern,27.07,69.66,
2433VMBW,,Gutach(Breisgau),6,Baden-Württemberg,2.35,6.18,
7113VMBW,,GutachFreilichtmuseum,6,Baden-Württemberg,2.35,6.18,
2435ZVV,,Gutenfürst,7,Sachsen,3.28,8.76,
2437NASA,,Güterglück,6,Sachsen-Anhalt,3.34,8.9,
2438NWL,,GüterslohHbf,3,Nordrhein-Westfalen,7.97,17.74,
2439TLBV,,Guthmannshausen,6,Thüringen,3.43,9.13,
2440NVV,,Guxhagen,5,Hessen,1.98,5.13,
2442VRR,,Haan,5,Nordrhein-Westfalen,2.32,5.93,
2381VRR,,Haan-Gruiten,4,Nordrhein-Westfalen,2.49,6.29,
2443BEG,,Haar,4,Bayern,3.19,7.89,
2444TLBV,,Haarhausen,6,Thüringen,3.43,9.13,
2446ZVRPNord,,Hachenburg,6,Rheinland-Pfalz,2.27,5.85,
2447VBBBerlin,,HackescherMarkt,4,Berlin,2.0,5.33,
2448RMV,,Hadamar,6,Hessen,2.48,6.52,
2449NAHSH,,Hademarschen,7,Schleswig-Holstein,2.21,5.91,
2451NASA,,Hadmersleben,7,Sachsen-Anhalt,2.77,7.39,
2453NAHSH,,Haffkrug,6,Schleswig-Holstein,3.53,9.43,
2454VMV,,Hagebök,7,Mecklenburg-Vorpommern,3.47,9.27,
2455BEG,,Hagelstadt,6,Bayern,2.89,7.59,
2456RH,,Hagen(Han),6,Niedersachsen,4.47,11.92,
2457VRR,,HagenHbf,2,Nordrhein-Westfalen,9.8,26.07,
7956ZÖPNVSüd,,Hagenbach,6,Rheinland-Pfalz,1.99,5.22,
2466BEG,,Hagenbüchach,6,Bayern,2.89,7.59,
2460VRR,,Hagen-Heubing,6,Nordrhein-Westfalen,2.76,7.0,
2462VRR,,Hagen-Oberhagen,6,Nordrhein-Westfalen,2.76,7.0,
2468VMV,,HagenowLand,5,Mecklenburg-Vorpommern,3.75,9.97,
2463VRR,,Hagen-Vorhalle,6,Nordrhein-Westfalen,2.76,7.0,
2464VRR,,Hagen-Wehringhausen,6,Nordrhein-Westfalen,2.76,7.0,
2469ZVON,,Hagenwerder,6,Sachsen,3.28,8.7,
2465VRR,,Hagen-Westerbauer,6,Nordrhein-Westfalen,2.76,7.0,
2470ZVON,,Hähnichen,6,Sachsen,3.28,8.7,
2471RMV,,Hähnlein-Alsbach,5,Hessen,2.4,6.3,
2474BEG,,Haidenaab-Göppmannsbühl,7,Bayern,2.13,5.65,
2475RMV,,Haiger,5,Hessen,2.4,6.3,
2476RMV,,HaigerObertor,7,Hessen,1.88,4.96,
2477RMV,,Hailer-Meerholz,5,Hessen,2.4,6.3,
2482RMV,,HainburgHainstadt,6,Hessen,2.48,6.52,
2478ZVON,,Hainewalde,7,Sachsen,3.35,8.94,
2480VMS,,Hainichen,6,Sachsen,3.63,9.66,
2483RMV,,Haitz-Höchst,6,Hessen,2.48,6.52,
2486VBB,,Halbe,6,Brandenburg,3.98,10.22,
2490NASA,,HalberstadtHbf,3,Sachsen-Anhalt,6.59,,"17,26Namealt:Halberstadt"
2489NASA,,HalberstadtOststraße,7,Sachsen-Anhalt,2.77,7.39,
2491NASA,,Halberstadt-Spiegelsberge,7,Sachsen-Anhalt,2.77,7.39,
2492VMBW,,Halbmeil,7,Baden-Württemberg,1.9,5.07,
2493NASA,,Haldensleben,5,Sachsen-Anhalt,3.29,8.62,
2495VRR,,Haldern(Rheinl),6,Nordrhein-Westfalen,2.76,7.0,
2496NWL,,Halen,7,Nordrhein-Westfalen,2.48,6.41,
2497BEG,,Hallbergmoos,5,Bayern,2.72,7.01,
2498NASA,,Halle(Saale)Hbf,2,Sachsen-Anhalt,23.08,61.58,
2500NWL,,Halle(Westf),6,Nordrhein-Westfalen,3.85,9.87,
7772NWL,,Halle(Westf)OWL-Arena,7,Nordrhein-Westfalen,2.48,,"6,41Namealt:Halle(Westf)-Gerry-Weber-Stadion"
93NASA,,HalleMESSE,6,Sachsen-Anhalt,3.34,8.9,
5856NASA,,HalleSilberhöhe,6,Sachsen-Anhalt,3.34,,"8,90Namealt:Silberhöhe"
6097NASA,,HalleSüdstadt,6,Sachsen-Anhalt,3.34,,"8,90Namealt:Südstadt"
2501NASA,,Halle-Ammendorf,6,Sachsen-Anhalt,3.34,8.9,
2503NASA,,Halle-Neustadt,4,Sachsen-Anhalt,5.24,13.97,
2504NASA,,Halle-Nietleben,6,Sachsen-Anhalt,3.34,8.9,
2505NASA,,Halle-Trotha,6,Sachsen-Anhalt,3.34,8.9,
2506BEG,,Hallstadt(bBamberg),5,Bayern,2.72,7.01,
2509NAHSH,,Halstenbek,4,Schleswig-Holstein,4.78,12.76,
2510VRR,,HalternamSee,4,Nordrhein-Westfalen,2.49,6.29,
2511VMBW,,Haltingen,6,Baden-Württemberg,2.35,6.18,
7790NWL,,Halver-Oberbrügge,6,Nordrhein-Westfalen,3.85,9.87,
2458BWVI,,HamburgAirport(Flughafen),4,Hamburg,2.79,6.93,
2513BWVI,,HamburgDammtor,2,Hamburg,6.43,17.18,
2514BWVI,,HamburgHbf,1,Hamburg,12.16,32.47,
2517BWVI,,Hamburg-Altona,1,Hamburg,12.16,32.47,
2518BWVI,,Hamburg-Bergedorf,3,Hamburg,2.76,7.25,
2519BWVI,,Hamburg-Harburg,2,Hamburg,6.43,17.18,
2520BWVI,,Hamburg-Neugraben,3,Hamburg,2.76,7.25,
2521BWVI,,Hamburg-Rahlstedt,4,Hamburg,2.79,6.93,
6529BWVI,,Hamburg-Tonndorf,4,Hamburg,2.79,6.93,
2522BWVI,,Hamburg-Wandsbek,4,Hamburg,2.79,6.93,
2524RH,,Hämelerwald,5,Niedersachsen,4.35,11.59,
2525LNVG,,Hameln,3,Niedersachsen,9.17,24.07,
2526NASA,,Hämerten,7,Sachsen-Anhalt,2.77,7.39,
2528NWL,,Hamm(Westf)Hbf,2,Nordrhein-Westfalen,13.97,35.99,
2529LNVG,,Hammah,6,Niedersachsen,4.23,10.34,
733NWL,,Hamm-Bockum-Hövel,6,Nordrhein-Westfalen,3.85,9.87,
2530BEG,,Hammelburg,7,Bayern,2.13,5.65,
6478BEG,,HammelburgOst,7,Bayern,2.13,5.65,
2531VBB,,Hammelspring,7,Brandenburg,3.21,8.56,
2532BEG,,Hammerau,6,Bayern,2.89,7.59,
2533BWVI,,Hammerbrook,4,Hamburg,2.79,6.93,
2621NWL,,Hamm-Heessen,6,Nordrhein-Westfalen,3.85,9.87,
2536VRR,,Hamminkeln,6,Nordrhein-Westfalen,2.76,7.0,
1217VRR,,Hamminkeln-Dingden,6,Nordrhein-Westfalen,2.76,,"7,00Namealt:Dingden"
8301NWL,,Hamm-Westtünnen,6,Nordrhein-Westfalen,3.85,9.87,
2537RMV,,HanauHbf,2,Hessen,12.33,32.56,
3226RMV,,HanauKleinAuheim,6,Hessen,2.48,6.52,
2538RMV,,HanauNord,5,Hessen,2.4,6.3,
2539RMV,,HanauWest,5,Hessen,2.4,6.3,
2540RMV,,Hanau-Wilhelmsbad,5,Hessen,2.4,6.3,
2541LNVG,,Handeloh,6,Niedersachsen,4.23,10.34,
2542VBB,,Hangelsberg,6,Brandenburg,3.98,10.22,
2543LNVG,,HannMünden,6,Niedersachsen,4.23,10.34,
7183RH,,Hannover-Ledeburg,4,Niedersachsen,4.42,11.76,
6424RH,,Hannover-Vinnhorst,4,Niedersachsen,4.42,11.76,
2544RH,,HannoverBismarckstraße,4,Niedersachsen,4.42,11.76,
2545RH,,HannoverHbf,1,Niedersachsen,23.97,63.99,
7181RH,,HannoverKarl-Wiechert-Allee,4,Niedersachsen,4.42,11.76,
2546RH,,Hannover-Bornum,5,Niedersachsen,4.35,11.59,
7180RH,,Hannover-Flughafen,4,Niedersachsen,4.42,11.76,
2549RH,,Hannover-Kleefeld,5,Niedersachsen,4.35,11.59,
2550RH,,Hannover-Leinhausen,5,Niedersachsen,4.35,11.59,
2551RH,,Hannover-Linden/Fischerhof,4,Niedersachsen,4.42,11.76,
3488RH,,Hannover-Messe/Laatzen,4,Niedersachsen,4.42,11.76,
7899RH,,Hannover-Nordstadt,4,Niedersachsen,4.42,11.76,
2553ZPS,,Hanweiler-BadRilchingen,6,Saarland,1.54,4.04,
8194BEG,,Happurg,6,Bayern,2.89,7.59,
2554NAHSH,,Harblek,7,Schleswig-Holstein,2.21,5.91,
2555BEG,,Harburg(Schwab),6,Bayern,2.89,7.59,
2556BWVI,,HarburgRathaus,3,Hamburg,2.76,7.25,
2557LNVG,,Hardegsen,6,Niedersachsen,4.23,10.34,
2558BEG,,Hardhof,6,Bayern,2.89,7.59,
2559LNVG,,Haren(Ems),6,Niedersachsen,4.23,10.34,
2561TLBV,,Harra,7,Thüringen,2.7,7.22,
2562TLBV,,HarraNord,7,Thüringen,2.7,7.22,
2563TLBV,,Harras(Thür),6,Thüringen,3.43,9.13,
2564BEG,,Harsdorf,6,Bayern,2.89,7.59,
2565LNVG,,Harsum,6,Niedersachsen,4.23,10.34,
2568BEG,,Hartershofen,7,Bayern,2.13,5.65,
2570BEG,,Harthaus,5,Bayern,2.72,7.01,
2571VVO,,Hartmannmühle,7,Sachsen,2.46,6.58,
2574BEG,,Hartmannshof,5,Bayern,2.72,7.01,
2576LNVG,,Hasbergen(KrOsnabrück),6,Niedersachsen,4.23,10.34,
2577VMBW,,Haslach,5,Baden-Württemberg,2.91,7.35,
2579BEG,,Haspelmoor,6,Bayern,2.89,7.59,
2580ZPS,,Hassel(Saar),6,Saarland,1.54,4.04,
2581BWVI,,Hasselbrook,3,Hamburg,2.76,7.25,
2582BEG,,Haßfurt,4,Bayern,3.19,7.89,
2585ZÖPNVSüd,,Haßloch(Pfalz),4,Rheinland-Pfalz,2.84,7.4,
2586VMBW,,Haßmersheim,7,Baden-Württemberg,1.9,5.07,
2587LNVG,,Haste(Han),4,Niedersachsen,4.96,13.09,
2588RMV,,Hattenheim,6,Hessen,2.48,6.52,
2589RMV,,Hattersheim(Main),4,Hessen,2.78,6.42,
2590ZVRPNord,,Hattert,6,Rheinland-Pfalz,2.27,5.85,
2592VRR,,Hattingen(Ruhr),5,Nordrhein-Westfalen,2.32,5.93,
2593VRR,,Hattingen(Ruhr)Mitte,6,Nordrhein-Westfalen,2.76,7.0,
2594LNVG,,Hattorf,6,Niedersachsen,4.23,10.34,
2595ZVRPNord,,Hatzenport,6,Rheinland-Pfalz,2.27,5.85,
2597ZÖPNVSüd,,Hauenstein(Pfalz),6,Rheinland-Pfalz,1.99,5.22,
8200ZÖPNVSüd,,HauensteinMitte,6,Rheinland-Pfalz,1.99,5.22,
4408NVV,,Haunetal-Neukirchen,6,Hessen,2.73,7.26,
2599BEG,,Haupeltshofen,7,Bayern,2.13,5.65,
2600ZÖPNVSüd,,Hauptstuhl,5,Rheinland-Pfalz,2.95,7.78,
2601VMBW,,Hausach,4,Baden-Württemberg,3.92,10.18,
2603TLBV,,Hausen,7,Thüringen,2.7,7.22,
2604BEG,,Hausen(Schwab),7,Bayern,2.13,5.65,
2605VMBW,,HauseniTal,6,Baden-Württemberg,2.35,6.18,
2606VMBW,,Hausen-Raitbach,6,Baden-Württemberg,2.35,6.18,
2607RMV,,Häuserhof,6,Hessen,2.48,6.52,
2608BEG,,Hausham,6,Bayern,2.89,7.59,
2610NWL,,Havixbeck,6,Nordrhein-Westfalen,3.85,9.87,
8050VMBW,,HD-Weststadt/Südstadt,5,Baden-Württemberg,2.91,7.35,
6515BEG,,Hebertshausen,5,Bayern,2.72,7.01,
2614VMBW,,Hechingen,6,Baden-Württemberg,2.35,6.18,
2615LNVG,,Hechthausen,6,Niedersachsen,4.23,10.34,
2362VMBW,,Heddesheim/Hirschberg,4,Baden-Württemberg,3.92,10.18,
2618LNVG,,Hedemünden,5,Niedersachsen,4.79,12.4,
2619BEG,,Hedersdorf,7,Bayern,2.13,5.65,
2620NASA,,Hedersleben-Wedderstedt,7,Sachsen-Anhalt,2.77,7.39,
7728VBBBerlin,,Heerstraße,5,Berlin,1.96,5.19,
2622VBB,,Hegermühle,6,Brandenburg,3.98,10.22,
2623NWL,,Heggen,6,Nordrhein-Westfalen,3.85,9.87,
2624VMBW,,Hegne,6,Baden-Württemberg,2.35,6.18,
2625NAHSH,,Heide(Holst),3,Schleswig-Holstein,9.48,25.32,
2628VMBW,,HeidelbergHbf,2,Baden-Württemberg,15.35,40.77,
2629VMBW,,Heidelberg-Altstadt,4,Baden-Württemberg,3.92,10.18,
2632VBBBerlin,,HeidelbergerPlatz,4,Berlin,2.0,5.33,
2630VMBW,,Heidelberg-Kirchheim/Rohrbach,4,Baden-Württemberg,3.92,10.18,
8051VMBW,,Heidelberg-Orthopädie,6,Baden-Württemberg,2.35,6.18,
2631VMBW,,Heidelberg-Pfaffengrund/Wieblingen,4,Baden-Württemberg,3.92,10.18,
5596VMBW,,Heidelberg-Schlierbach-Ziegelhausen,6,Baden-Württemberg,2.35,6.18,
2636VVO,,Heidenau,4,Sachsen,2.53,6.78,
2637VVO,,HeidenauSüd,5,Sachsen,2.08,5.53,
2638VVO,,Heidenau-Großsedlitz,5,Sachsen,2.08,5.53,
2639VMBW,,Heidenheim,4,Baden-Württemberg,3.92,10.18,
2640VMBW,,HeidenheimVoithwerk,7,Baden-Württemberg,1.9,5.07,
2641VMBW,,Heidenheim-Mergelstetten,6,Baden-Württemberg,2.35,6.18,
2642VMBW,,Heidenheim-Schnaitheim,6,Baden-Württemberg,2.35,6.18,
2644ZÖPNVSüd,,Heidesheim(Rheinhess),5,Rheinland-Pfalz,2.95,7.78,
2645LNVG,,Heidkrug,6,Niedersachsen,4.23,10.34,
2647BEG,,Heigenbrücken,5,Bayern,2.72,7.01,
2654TLBV,,HeilbadHeiligenstadt,4,Thüringen,5.03,13.4,
2648VMBW,,HeilbronnHbf,2,Baden-Württemberg,15.35,40.77,
2650VMBW,,HeilbronnSülmertor,6,Baden-Württemberg,2.35,6.18,
7623VMBW,,HeilbronnTrappensee,6,Baden-Württemberg,2.35,6.18,
2653VBB,,Heiligengrabe,7,Brandenburg,3.21,8.56,
7729VBBBerlin,,Heiligensee,4,Berlin,2.0,5.33,
2655ZÖPNVSüd,,Heiligenstein(Pfalz),6,Rheinland-Pfalz,1.99,5.22,
2657BEG,,Heilsbronn,5,Bayern,2.72,7.01,
2658ZÖPNVSüd,,Heimbach(Nahe),6,Rheinland-Pfalz,1.99,5.22,
2659BEG,,Heimenkirch,6,Bayern,2.89,7.59,
8498ZVRPNord,,Heimersheim/Lohrsdorf,5,Rheinland-Pfalz,2.59,5.24,
2662BWVI,,Heimfeld,4,Hamburg,2.79,6.93,
2663BEG,,Heimstetten,5,Bayern,2.72,7.01,
2667ZÖPNVSüd,,Heinzenhausen,7,Rheinland-Pfalz,1.49,4.01,
2669VMBW,,Heitersheim,5,Baden-Württemberg,2.91,7.35,
2671TLBV,,Heldrungen,6,Thüringen,3.43,9.13,
2672VBB,,Helenesee,7,Brandenburg,3.21,8.56,
2674BEG,,Helmbrechts,7,Bayern,2.13,5.65,
2675VVO,,Helmsdorf(bPirna),7,Sachsen,2.46,6.58,
8167VMBW,,Helmstadt(Baden),7,Baden-Württemberg,1.9,5.07,
2677RVB,,Helmstedt,4,Niedersachsen,9.96,26.55,
2678NWL,,Helpup,7,Nordrhein-Westfalen,2.48,6.41,
2681NWL,,Hemmerde,6,Nordrhein-Westfalen,3.85,9.87,
2682ZPS,,Hemmersdorf(Saar),7,Saarland,2.2,5.86,
2683LNVG,,Hemmoor,6,Niedersachsen,4.23,10.34,
2684VMBW,,Hemsbach,5,Baden-Württemberg,2.91,7.35,
2686BEG,,Henfenfeld,6,Bayern,2.89,7.59,
2688goR,,Hennef(Sieg),4,Nordrhein-Westfalen,2.69,6.76,
2166goR,,HennefImSiegbogen,6,Nordrhein-Westfalen,3.77,8.76,
2689NWL,,Hennen,7,Nordrhein-Westfalen,2.48,6.41,
2691VBB,,Hennigsdorf(bBerlin),3,Brandenburg,7.57,20.21,
2693VRN,,Heppenheim(Bergstr),5,Hessen,4.94,13.18,
2695VMBW,,Herbertingen,5,Baden-Württemberg,2.91,7.35,
2696VMBW,,HerbertingenOrt,7,Baden-Württemberg,1.9,5.07,
2697BEG,,Herbertshofen,6,Bayern,2.89,7.59,
2699VMBW,,Herbolzheim(Breisgau),5,Baden-Württemberg,2.91,7.35,
2700VMBW,,Herbolzheim(Jagst),6,Baden-Württemberg,2.35,6.18,
2701RMV,,Herborn(Dillkr),4,Hessen,2.78,6.42,
2703VMBW,,Herbrechtingen,6,Baden-Württemberg,2.35,6.18,
2705goR,,Herchen,5,Nordrhein-Westfalen,2.69,7.09,
2706VRR,,Herdecke,6,Nordrhein-Westfalen,2.76,7.0,
2707ZVRPNord,,Herdorf,6,Rheinland-Pfalz,2.27,5.85,
2708NWL,,Herford,2,Nordrhein-Westfalen,13.97,35.99,
2709BEG,,Hergatz,6,Bayern,2.89,7.59,
2710RMV,,Hergershausen,6,Hessen,2.48,6.52,
2712TLBV,,Heringen(Helme),6,Thüringen,3.43,9.13,
2714ZVV,,Herlasgrün,6,Sachsen,3.51,9.38,
2715NVV,,Herleshausen,6,Hessen,2.73,7.26,
2716VBBBerlin,,Hermannstraße,4,Berlin,2.0,5.33,
2717VMBW,,Hermaringen,6,Baden-Württemberg,2.35,6.18,
2720VVO,,Hermsdorf(bDresden),6,Sachsen,2.85,7.61,
2721TLBV,,Hermsdorf-Klosterlausnitz,5,Thüringen,3.74,9.97,
2722VRR,,Herne,3,Nordrhein-Westfalen,4.71,11.77,
2723VRR,,Herne-Börnig,6,Nordrhein-Westfalen,2.76,7.0,
2724BEG,,Heroldsberg,6,Bayern,2.89,7.59,
7995BEG,,HeroldsbergNord,6,Bayern,2.89,7.59,
2725VRR,,Herrath,6,Nordrhein-Westfalen,2.76,7.0,
2726VMBW,,Herrenberg,3,Baden-Württemberg,5.29,13.61,
2727VBB,,Herrensee,6,Brandenburg,3.98,10.22,
2728VMBW,,Herrlingen,6,Baden-Württemberg,2.35,6.18,
2730VMV,,Herrnburg,6,Mecklenburg-Vorpommern,4.2,11.06,
2732BEG,,Herrsching,5,Bayern,2.72,7.01,
2733BEG,,Hersbruck(linksPegnitz),6,Bayern,2.89,7.59,
2734BEG,,Hersbruck(rechtsPegnitz),4,Bayern,3.19,7.89,
2735VMBW,,Herten(Baden),6,Baden-Württemberg,2.35,6.18,
8363VRR,,Herten(Westf),5,Nordrhein-Westfalen,2.32,5.93,
8365VRR,,Herten-Westerholt,6,Nordrhein-Westfalen,2.76,,"7,00Inbetriebnahme30062025"
2736VRR,,Hervest-Dorsten,6,Nordrhein-Westfalen,2.76,7.0,
2737ZÖPNVSüd,,HerxheimamBerg,6,Rheinland-Pfalz,1.99,5.22,
2739VBB,,Herzberg(Elster),6,Brandenburg,3.98,10.22,
2740LNVG,,Herzberg(Harz),5,Niedersachsen,4.79,12.4,
2742LNVG,,HerzbergSchloß,7,Niedersachsen,2.85,7.6,
2743NWL,,Herzebrock,6,Nordrhein-Westfalen,3.85,9.87,
7248NAHSH,,Herzhorn,6,Schleswig-Holstein,3.53,9.43,
2744goR,,Herzogenrath,3,Nordrhein-Westfalen,5.27,13.91,
2746LNVG,,Hesepe,7,Niedersachsen,2.85,7.6,
2747NWL,,Hesseln,7,Nordrhein-Westfalen,2.48,6.41,
3081RMV,,Hesseneck-Kailbach,6,Hessen,2.48,6.52,
5632RMV,,Hesseneck-Schöllenbach,6,Hessen,2.48,6.52,
2748LNVG,,HessischOldendorf,6,Niedersachsen,4.23,10.34,
2750TLBV,,Hetschburg,7,Thüringen,2.7,7.22,
2751RMV,,Hettenhausen,7,Hessen,1.88,4.96,
2752NASA,,Hettstedt,6,Sachsen-Anhalt,3.34,8.9,
2755ZVRPNord,,Hetzerath,5,Rheinland-Pfalz,2.59,5.24,
2756NASA,,Heudeber-Danstedt,7,Sachsen-Anhalt,2.77,7.39,
2757BEG,,Heufeld,6,Bayern,2.89,7.59,
2758BEG,,Heufeldmühle,6,Bayern,2.89,7.59,
7167RMV,,Heusenstamm,5,Hessen,2.4,6.3,
5817NWL,,Hiddenhausen-Schweicheln,6,Nordrhein-Westfalen,3.85,9.87,
2760NWL,,Hilchenbach,6,Nordrhein-Westfalen,3.85,9.87,
2761BEG,,Hildbrandsgrün,7,Bayern,2.13,5.65,
2762TLBV,,Hildburghausen,6,Thüringen,3.43,9.13,
2763VRR,,Hilden,4,Nordrhein-Westfalen,2.49,6.29,
2764VRR,,HildenSüd,5,Nordrhein-Westfalen,2.32,5.93,
2765LNVG,,HildesheimHbf,2,Niedersachsen,22.77,59.22,
2766LNVG,,HildesheimOst,6,Niedersachsen,4.23,10.34,
2767NWL,,Hillnhütten,7,Nordrhein-Westfalen,2.48,6.41,
2769BEG,,Hilpoltstein,7,Bayern,2.13,5.65,
2773LNVG,,Himmelpforten,6,Niedersachsen,4.23,10.34,
2774VMBW,,Himmelreich,5,Baden-Württemberg,2.91,7.35,
2776BEG,,Himmelstadt,6,Bayern,2.89,7.59,
918BEG,,Hinrichssegen,6,Bayern,2.89,7.59,
2779ZÖPNVSüd,,Hinterweidenthal,6,Rheinland-Pfalz,1.99,5.22,
2780ZÖPNVSüd,,HinterweidenthalOst,6,Rheinland-Pfalz,1.99,5.22,
2782VMBW,,Hinterzarten,5,Baden-Württemberg,2.91,7.35,
2783VMBW,,Hirsau,7,Baden-Württemberg,1.9,5.07,
2784BEG,,Hirschaid,6,Bayern,2.89,7.59,
2788ZVON,,Hirschfelde,7,Sachsen,3.35,8.94,
2789BEG,,Hirschfelden,7,Bayern,2.13,5.65,
2790VBBBerlin,,Hirschgarten,5,Berlin,1.96,5.19,
2791VRN,,Hirschhorn(Neckar),4,Hessen,3.47,8.57,
2792ZÖPNVSüd,,Hirschhorn(Pfalz),6,Rheinland-Pfalz,1.99,5.22,
2795LNVG,,Hittfeld,6,Niedersachsen,4.23,10.34,
2796LNVG,,Hitzacker,7,Niedersachsen,2.85,7.6,
2798VRR,,Hochdahl,5,Nordrhein-Westfalen,2.32,5.93,
2799VRR,,Hochdahl-Millrath,5,Nordrhein-Westfalen,2.32,5.93,
2800VMBW,,Hochdorf(bHorb),6,Baden-Württemberg,2.35,6.18,
2802RMV,,Hochheim(Main),4,Hessen,2.78,6.42,
2803BWVI,,Hochkamp,4,Hamburg,2.79,6.93,
2804VRR,,Hochneukirch,6,Nordrhein-Westfalen,2.76,7.0,
2805ZÖPNVSüd,,Hochspeyer,4,Rheinland-Pfalz,2.84,7.4,
2807RMV,,Höchst(Odenw),6,Hessen,2.48,6.52,
4226RMV,,HöchstMümling-Grumbach,6,Hessen,2.48,6.52,
2808BEG,,Höchstädt(Donau),6,Bayern,2.89,7.59,
2810BEG,,Hochstadt-Marktzeuln,5,Bayern,2.72,7.01,
2811ZÖPNVSüd,,Hochstätten(Pfalz),6,Rheinland-Pfalz,1.99,5.22,
2812ZÖPNVSüd,,Hochstetten(Nahe),6,Rheinland-Pfalz,1.99,5.22,
2749RMV,,Höchst-Hetschbach,7,Hessen,1.88,4.96,
2813BEG,,Hochwang,7,Bayern,2.13,5.65,
2814VMBW,,Hockenheim,4,Baden-Württemberg,3.92,10.18,
2815TLBV,,Hockeroda,7,Thüringen,2.7,7.22,
2816LNVG,,Hodenhagen,6,Niedersachsen,4.23,10.34,
2818BEG,,HofHbf,3,Bayern,4.75,12.53,
2820ZPS,,Hofeld,6,Saarland,1.54,4.04,
2821VMBW,,Hofen(bAalen),6,Baden-Württemberg,2.35,6.18,
2823VMBW,,Hoffenheim,6,Baden-Württemberg,2.35,6.18,
2824goR,,Hoffnungsthal,6,Nordrhein-Westfalen,3.77,8.76,
2825NVV,,Hofgeismar,4,Hessen,4.8,10.93,
2945NVV,,Hofgeismar-Hümme,5,Hessen,1.98,5.13,
2826VRN,,Hofheim(Ried),6,Hessen,2.31,6.13,
2827RMV,,Hofheim(Taunus),3,Hessen,4.14,10.93,
2829VRStutt,,Höfingen,5,Baden-Württemberg,2.09,5.58,
2819BEG,,Hof-Neuhof,6,Bayern,2.89,7.59,
2830ZVRPNord,,Hohegrete,7,Rheinland-Pfalz,2.0,4.62,
2832VBB,,HohenNeuendorf(bBerlin),5,Brandenburg,3.44,9.13,
2833VBB,,HohenNeuendorfWest,6,Brandenburg,3.98,10.22,
2835BEG,,Hohenbrunn,5,Bayern,2.72,7.01,
2840TLBV,,HohenebraOrt,7,Thüringen,2.7,7.22,
8215ZÖPNVSüd,,Hohenecken,7,Rheinland-Pfalz,1.49,4.01,
2841LNVG,,Hoheneggelsen,6,Niedersachsen,4.23,10.34,
2843BWVI,,Hoheneichen,4,Hamburg,2.79,6.93,
2847BEG,,Höhenkirchen-Siegertsbrunn,5,Bayern,2.72,7.01,
2849VBB,,Hohenleipisch,6,Brandenburg,3.98,10.22,
2850TLBV,,Hohenleuben,6,Thüringen,3.43,9.13,
2851VRR,,Hohenlimburg,5,Nordrhein-Westfalen,2.32,5.93,
2856BEG,,Hohenpeißenberg,7,Bayern,2.13,5.65,
2857ZVNL,,Hohenroda,6,Sachsen,2.56,6.83,
2858BEG,,Hohenschäftlarn,6,Bayern,2.89,7.59,
2861BEG,,Hohenstadt(Mittelfr),6,Bayern,2.89,7.59,
2862VMS,,Hohenstein-Ernstthal,5,Sachsen,3.34,8.91,
7715ZÖPNVSüd,,Hohensülzen,7,Rheinland-Pfalz,1.49,4.01,
2863NASA,,Hohenthurm,6,Sachsen-Anhalt,3.34,8.9,
2864NAHSH,,Hohenwestedt,6,Schleswig-Holstein,3.53,9.43,
2865NASA,,Hohenwulsch,6,Sachsen-Anhalt,3.34,8.9,
2866VBBBerlin,,Hohenzollerndamm,4,Berlin,2.0,5.33,
2868ZÖPNVSüd,,Höhmühlbach,7,Rheinland-Pfalz,1.49,4.01,
2869VMV,,Holdorf(Meckl),7,Mecklenburg-Vorpommern,3.47,9.27,
2870LNVG,,Holdorf(Oldb),7,Niedersachsen,2.85,7.6,
2872BEG,,Höllenthal,7,Bayern,2.13,5.65,
2873BEG,,Höllriegelskreuth,6,Bayern,2.89,7.59,
2875LNVG,,Holm-Seppensen,6,Niedersachsen,4.23,10.34,
2515BWVI,,Holstenstraße,4,Hamburg,2.79,6.93,
2876RH,,Holtensen/Linderte,6,Niedersachsen,4.47,,"11,92Namealt:Holtensen(bWeetzen)"
2877VMV,,Holthusen,6,Mecklenburg-Vorpommern,4.2,11.06,
2880TLBV,,Holzdorf(bWeimar),7,Thüringen,2.7,7.22,
2881NASA,,Holzdorf(Elster),7,Sachsen-Anhalt,2.77,7.39,
2883VMS,,Holzhau,7,Sachsen,2.75,7.32,
2884NWL,,Holzhausen(KrSiegen),7,Nordrhein-Westfalen,2.48,6.41,
2887VRR,,Holzheim(bNeuss),6,Nordrhein-Westfalen,2.76,7.0,
2888BEG,,Holzkirchen,3,Bayern,4.75,12.53,
